id,parent_id,name,Latitude,Longitude
7407,74,WAKATOBI,-5.6861889154999,124.03760434
7408,74,KOLAKA UTARA,-3.2634362881806,121.16328398665
7409,74,BUTON UTARA,-4.7534850599999,123.0208112925
7410,74,KONAWE UTARA,-3.4194872349999,121.9571893225
7411,74,KOLAKA TIMUR,-3.8204254959999,121.567278229
7412,74,KONAWE KEPULAUAN,-4.119352864,123.0972947115
7413,74,MUNA BARAT,-4.7707634989996,122.41447703449
7414,74,BUTON TENGAH,-5.3326433145001,122.290807435
7415,74,BUTON SELATAN,-5.8513141840005,122.64499408951
7471,74,KENDARI,-4.0002312999996,122.54552085199
7472,74,BAUBAU,-5.4231614534944,122.66279712587
7501,75,BOALEMO,0.68162634800006,122.3662037775
7502,75,GORONTALO,0.70209125850008,122.662660237
7503,75,POHUWATO,0.70255242900006,121.6478756595
7504,75,BONE BOLANGO,0.55618548250005,123.2944414405
7505,75,GORONTALO UTARA,0.86507872750001,122.62840808599
7571,75,GORONTALO,0.5344819605,123.04755450598
7601,76,MAJENE,-3.2427846319999,118.936502462
7602,76,POLEWALI MANDAR,-3.3026132344999,119.1952687315
7603,76,MAMASA,-2.9964101614999,119.323670015
7604,76,MAMUJU,-2.4270047064999,118.4332165895
7605,76,MAMUJU UTARA,-1.342148753,119.57639953
7606,76,MAMUJU TENGAH,-2.0209643419999,119.5018669985
8101,81,MALUKU TENGGARA BARAT,-7.500420725,131.380255455
8102,81,MALUKU TENGGARA,-5.6551404865,132.8095664745
8103,81,MALUKU TENGAH,-3.6653730309999,129.006698944
8104,81,BURU,-3.344873264,126.6907954145
8105,81,KEPULAUAN ARU,-6.2126109819997,134.4798207095
8106,81,SERAM BAGIAN BARAT,-2.4735520359999,128.2036726155
8107,81,SERAM BAGIAN TIMUR,-3.8787739219999,130.879507067
8108,81,MALUKU BARAT DAYA,-7.2892733064998,127.905638101
8109,81,BURU SELATAN,-3.5084263154999,126.6195983825
8171,81,AMBON,-3.6837122659999,128.1649322875
8172,81,TUAL,-5.4489547675002,132.37140292751
8201,82,HALMAHERA BARAT,1.3589225825001,127.5929537615
8202,82,HALMAHERA TENGAH,0.22112615650006,128.7130437555
8203,82,KEPULAUAN SULA,-2.1144351815,125.9073758425
8204,82,HALMAHERA SELATAN,-0.74574231849993,127.8129921225
8205,82,HALMAHERA UTARA,1.5595358575001,127.834899312
8206,82,HALMAHERA TIMUR,1.002922606,128.224785331
8207,82,PULAU MOROTAI,2.3039770980002,128.4094455585
8208,82,PULAU TALIABU,-1.825644387,124.8051691985
8271,82,TERNATE,0.89285113700009,126.783462753
8272,82,TIDORE KEPULAUAN,0.39006139950006,127.5968118275
9101,91,FAKFAK,-3.2029631954999,132.838646
9102,91,KAIMANA,-3.5483379999999,134.0347745
9103,91,TELUK WONDAMA,-2.6383859915,134.386625173
